FIP5,TITLE,GEOGRAPHY
51600,Fairfax city,County
51600,"Washington-Arlington-Alexandria, DC-VA-MD-WV",CBSA
51600,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",CSA
51600,"Washington-Arlington-Alexandria, DC-VA-MD-WV",MSA
51610,Falls Church city,County
51610,"Washington-Arlington-Alexandria, DC-VA-MD-WV",CBSA
51610,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",CSA
51610,"Washington-Arlington-Alexandria, DC-VA-MD-WV",MSA
51630,Fredericksburg city,County
51630,"Washington-Arlington-Alexandria, DC-VA-MD-WV",CBSA
51630,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",CSA
51630,"Washington-Arlington-Alexandria, DC-VA-MD-WV",MSA
51683,Manassas city,County
51683,"Washington-Arlington-Alexandria, DC-VA-MD-WV",CBSA
51683,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",CSA
51683,"Washington-Arlington-Alexandria, DC-VA-MD-WV",MSA
51685,Manassas Park city,County
51685,"Washington-Arlington-Alexandria, DC-VA-MD-WV",CBSA
51685,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",CSA
51685,"Washington-Arlington-Alexandria, DC-VA-MD-WV",MSA
54037,Jefferson County,County
54037,"Washington-Arlington-Alexandria, DC-VA-MD-WV",CBSA
54037,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",CSA
54037,"Washington-Arlington-Alexandria, DC-VA-MD-WV",MSA
39047,Fayette County,County
39047,"Washington Court House, OH",CBSA
39047,"Columbus-Marion-Zanesville, OH",CSA
19013,Black Hawk County,County
19013,"Waterloo-Cedar Falls, IA",CBSA
19017,Bremer County,County
19017,"Waterloo-Cedar Falls, IA",CBSA
19075,Grundy County,County
19075,"Waterloo-Cedar Falls, IA",CBSA
46029,Codington County,County
46029,"Watertown, SD",CBSA
46057,Hamlin County,County
46057,"Watertown, SD",CBSA
55055,Jefferson County,County
55055,"Watertown-Fort Atkinson, WI",CBSA
55055,"Milwaukee-Racine-Waukesha, WI",CSA
36045,Jefferson County,County
36045,"Watertown-Fort Drum, NY",CBSA
12049,Hardee County,County
12049,"Wauchula, FL",CBSA
12049,"Orlando-Lakeland-Deltona, FL",CSA
55069,Lincoln County,County
55069,"Wausau-Weston, WI",CBSA
55069,"Wausau-Stevens Point-Wisconsin Rapids, WI",CSA
55073,Marathon County,County
55073,"Wausau-Weston, WI",CBSA
55073,"Wausau-Stevens Point-Wisconsin Rapids, WI",CSA
13229,Pierce County,County
13229,"Waycross, GA",CBSA
13299,Ware County,County
13299,"Waycross, GA",CBSA
40039,Custer County,County
40039,"Weatherford, OK",CBSA
20021,Cherokee County,County
20023,Cheyenne County,County
20025,Clark County,County
20027,Clay County,County
20029,Cloud County,County
20031,Coffey County,County
20033,Comanche County,County
20039,Decatur County,County
20041,Dickinson County,County
20047,Edwards County,County
20049,Elk County,County
20053,Ellsworth County,County
20063,Gove County,County
20065,Graham County,County
20067,Grant County,County
20069,Gray County,County
20071,Greeley County,County
20073,Greenwood County,County
20075,Hamilton County,County
20077,Harper County,County
20081,Haskell County,County
20083,Hodgeman County,County
20089,Jewell County,County
20095,Kingman County,County
20097,Kiowa County,County
20101,Lane County,County
20105,Lincoln County,County
20109,Logan County,County
20115,Marion County,County
20117,Marshall County,County
20119,Meade County,County
20123,Mitchell County,County
20127,Morris County,County
20129,Morton County,County
20131,Nemaha County,County
20133,Neosho County,County
20135,Ness County,County
20137,Norton County,County
20141,Osborne County,County
20145,Pawnee County,County
20147,Phillips County,County
20151,Pratt County,County
20153,Rawlins County,County
20157,Republic County,County
20159,Rice County,County
20163,Rooks County,County
20165,Rush County,County
20167,Russell County,County
20171,Scott County,County
20179,Sheridan County,County
20181,Sherman County,County
20183,Smith County,County
20185,Stafford County,County
20187,Stanton County,County
20189,Stevens County,County
20193,Thomas County,County
20195,Trego County,County
20199,Wallace County,County
20201,Washington County,County
20203,Wichita County,County
20205,Wilson County,County
20207,Woodson County,County
21001,Adair County,County
21025,Breathitt County,County
21027,Breckinridge County,County
21033,Caldwell County,County
21039,Carlisle County,County
21041,Carroll County,County
21045,Casey County,County
21053,Clinton County,County
21055,Crittenden County,County
21057,Cumberland County,County
21063,Elliott County,County
21069,Fleming County,County
21071,Floyd County,County
21075,Fulton County,County
21079,Garrard County,County
21085,Grayson County,County
21095,Harlan County,County
21097,Harrison County,County
21099,Hart County,County
21105,Hickman County,County
21109,Jackson County,County
21115,Johnson County,County
21119,Knott County,County
21127,Lawrence County,County
21129,Lee County,County
21131,Leslie County,County
21133,Letcher County,County
21135,Lewis County,County
21141,Logan County,County
21143,Lyon County,County
21147,McCreary County,County
21153,Magoffin County,County
21155,Marion County,County
21157,Marshall County,County
21159,Martin County,County
21167,Mercer County,County
21171,Monroe County,County
21175,Morgan County,County
21181,Nicholas County,County
21183,Ohio County,County
21187,Owen County,County
21189,Owsley County,County
21193,Perry County,County
21195,Pike County,County
21197,Powell County,County
21201,Robertson County,County
21203,Rockcastle County,County
21205,Rowan County,County
21207,Russell County,County
21213,Simpson County,County
21219,Todd County,County
21223,Trimble County,County
21225,Union County,County
21229,Washington County,County
21231,Wayne County,County
01011,Bullock County,County
01013,Butler County,County
01019,Cherokee County,County
01023,Choctaw County,County
01025,Clarke County,County
01027,Clay County,County
01029,Cleburne County,County
01035,Conecuh County,County
01039,Covington County,County
01041,Crenshaw County,County
01057,Fayette County,County
01059,Franklin County,County
01075,Lamar County,County
01087,Macon County,County
01091,Marengo County,County
01093,Marion County,County
01099,Monroe County,County
01105,Perry County,County
01111,Randolph County,County
01119,Sumter County,County
01131,Wilcox County,County
01133,Winston County,County
02013,Aleutians East Borough,County
02016,Aleutians West Census Area,County
02050,Bethel Census Area,County
02060,Bristol Bay Borough,County
02068,Denali Borough,County
02070,Dillingham Census Area,County
02100,Haines Borough,County
02105,Hoonah-Angoon Census Area,County
02122,Kenai Peninsula Borough,County
02150,Kodiak Island Borough,County
02158,Kusilvak Census Area,County
02164,Lake and Peninsula Borough,County
02180,Nome Census Area,County
02185,North Slope Borough,County
02188,Northwest Arctic Borough,County
02195,Petersburg Borough,County
02198,Prince of Wales-Hyder Census Area,County
02220,Sitka City and Borough,County
02230,Skagway Municipality,County
02240,Southeast Fairbanks Census Area,County
02261,Valdez-Cordova Census Area,County
02275,Wrangell City and Borough,County
02282,Yakutat City and Borough,County
02290,Yukon-Koyukuk Census Area,County
04001,Apache County,County
04011,Greenlee County,County
04012,La Paz County,County
05001,Arkansas County,County
05003,Ashley County,County
05011,Bradley County,County
05015,Carroll County,County
05017,Chicot County,County
05021,Clay County,County
05023,Cleburne County,County
05029,Conway County,County
05037,Cross County,County
05039,Dallas County,County
05041,Desha County,County
05043,Drew County,County
05049,Fulton County,County
05061,Howard County,County
05065,Izard County,County
05067,Jackson County,County
05071,Johnson County,County
05073,Lafayette County,County
05075,Lawrence County,County
05077,Lee County,County
05083,Logan County,County
05089,Marion County,County
05095,Monroe County,County
05097,Montgomery County,County
05109,Pike County,County
05113,Polk County,County
05117,Prairie County,County
05121,Randolph County,County
05127,Scott County,County
05129,Searcy County,County
05133,Sevier County,County
05137,Stone County,County
05141,Van Buren County,County
05147,Woodruff County,County
06003,Alpine County,County
06005,Amador County,County
06009,Calaveras County,County
06011,Colusa County,County
06021,Glenn County,County
06027,Inyo County,County
06043,Mariposa County,County
06049,Modoc County,County
06051,Mono County,County
06063,Plumas County,County
06091,Sierra County,County
06093,Siskiyou County,County
06105,Trinity County,County
08003,Alamosa County,County
08007,Archuleta County,County
08009,Baca County,County
08011,Bent County,County
08015,Chaffee County,County
08017,Cheyenne County,County
08021,Conejos County,County
08023,Costilla County,County
08025,Crowley County,County
08027,Custer County,County
08029,Delta County,County
08033,Dolores County,County
08049,Grand County,County
08051,Gunnison County,County
08053,Hinsdale County,County
08055,Huerfano County,County
08057,Jackson County,County
08061,Kiowa County,County
08063,Kit Carson County,County
08065,Lake County,County
08071,Las Animas County,County
08073,Lincoln County,County
08079,Mineral County,County
08083,Montezuma County,County
08089,Otero County,County
08095,Phillips County,County
08099,Prowers County,County
08103,Rio Blanco County,County
08105,Rio Grande County,County
08109,Saguache County,County
08111,San Juan County,County
08113,San Miguel County,County
08115,Sedgwick County,County
08121,Washington County,County
08125,Yuma County,County
12007,Bradford County,County
12013,Calhoun County,County
12029,Dixie County,County
12037,Franklin County,County
12043,Glades County,County
12045,Gulf County,County
12047,Hamilton County,County
12059,Holmes County,County
12063,Jackson County,County
12067,Lafayette County,County
12077,Liberty County,County
12079,Madison County,County
12121,Suwannee County,County
12123,Taylor County,County
12125,Union County,County
12133,Washington County,County
13001,Appling County,County
13005,Bacon County,County
13007,Baker County,County
13011,Banks County,County
13019,Berrien County,County
13023,Bleckley County,County
13037,Calhoun County,County
13043,Candler County,County
13049,Charlton County,County
13061,Clay County,County
13065,Clinch County,County
13075,Cook County,County
13091,Dodge County,County
13093,Dooly County,County
13099,Early County,County
13105,Elbert County,County
13107,Emanuel County,County
13109,Evans County,County
13111,Fannin County,County
13119,Franklin County,County
13123,Gilmer County,County
13125,Glascock County,County
13131,Grady County,County
13133,Greene County,County
13147,Hart County,County
13155,Irwin County,County
13161,Jeff Davis County,County
13163,Jefferson County,County
13165,Jenkins County,County
13187,Lumpkin County,County
13193,Macon County,County
13201,Miller County,County
13205,Mitchell County,County
13235,Pulaski County,County
13237,Putnam County,County
13241,Rabun County,County
13243,Randolph County,County
13251,Screven County,County
13253,Seminole County,County
13265,Taliaferro County,County
13267,Tattnall County,County
13269,Taylor County,County
13271,Telfair County,County
13281,Towns County,County
13287,Turner County,County
13291,Union County,County
13301,Warren County,County
13303,Washington County,County
13307,Webster County,County
13309,Wheeler County,County
13311,White County,County
13315,Wilcox County,County
13317,Wilkes County,County
13319,Wilkinson County,County
15005,Kalawao County,County
16003,Adams County,County
16007,Bear Lake County,County
16009,Benewah County,County
16021,Boundary County,County
16029,Caribou County,County
16033,Clark County,County
16035,Clearwater County,County
16037,Custer County,County
16047,Gooding County,County
16049,Idaho County,County
16059,Lemhi County,County
16061,Lewis County,County
16063,Lincoln County,County
16071,Oneida County,County
16079,Shoshone County,County
16085,Valley County,County
16087,Washington County,County
17009,Brown County,County
17015,Carroll County,County
17017,Cass County,County
17023,Clark County,County
17025,Clay County,County
17033,Crawford County,County
17039,De Witt County,County
17041,Douglas County,County
17045,Edgar County,County
17047,Edwards County,County
17051,Fayette County,County
17053,Ford County,County
17055,Franklin County,County
17059,Gallatin County,County
17061,Greene County,County
17065,Hamilton County,County
17069,Hardin County,County
17075,Iroquois County,County
17079,Jasper County,County
17085,Jo Daviess County,County
17101,Lawrence County,County
17125,Mason County,County
17135,Montgomery County,County
17139,Moultrie County,County
17145,Perry County,County
17149,Pike County,County
17151,Pope County,County
17153,Pulaski County,County
17157,Randolph County,County
17159,Richland County,County
17165,Saline County,County
17169,Schuyler County,County
17173,Shelby County,County
17181,Union County,County
17185,Wabash County,County
17187,Warren County,County
17189,Washington County,County
17191,Wayne County,County
17193,White County,County
18009,Blackford County,County
18025,Crawford County,County
18045,Fountain County,County
18049,Fulton County,County
18051,Gibson County,County
18055,Greene County,County
18075,Jay County,County
18087,LaGrange County,County
18101,Martin County,County
18117,Orange County,County
18123,Perry County,County
18131,Pulaski County,County
18135,Randolph County,County
18137,Ripley County,County
18139,Rush County,County
18147,Spencer County,County
18149,Starke County,County
18155,Switzerland County,County
18159,Tipton County,County
18179,Wells County,County
18181,White County,County
19001,Adair County,County
19003,Adams County,County
19005,Allamakee County,County
19007,Appanoose County,County
19009,Audubon County,County
19019,Buchanan County,County
19023,Butler County,County
19025,Calhoun County,County
19029,Cass County,County
19031,Cedar County,County
19035,Cherokee County,County
19037,Chickasaw County,County
19039,Clarke County,County
19043,Clayton County,County
19047,Crawford County,County
19051,Davis County,County
19053,Decatur County,County
19055,Delaware County,County
19063,Emmet County,County
19065,Fayette County,County
19067,Floyd County,County
19069,Franklin County,County
19071,Fremont County,County
19073,Greene County,County
19079,Hamilton County,County
19081,Hancock County,County
19083,Hardin County,County
19087,Henry County,County
19089,Howard County,County
19091,Humboldt County,County
19093,Ida County,County
19095,Iowa County,County
19097,Jackson County,County
19107,Keokuk County,County
19109,Kossuth County,County
19115,Louisa County,County
19117,Lucas County,County
19119,Lyon County,County
19131,Mitchell County,County
19133,Monona County,County
19135,Monroe County,County
19137,Montgomery County,County
19141,O'Brien County,County
19143,Osceola County,County
19145,Page County,County
19147,Palo Alto County,County
19149,Plymouth County,County
19151,Pocahontas County,County
19157,Poweshiek County,County
19159,Ringgold County,County
19161,Sac County,County
19165,Shelby County,County
19167,Sioux County,County
19171,Tama County,County
19173,Taylor County,County
19175,Union County,County
19177,Van Buren County,County
19185,Wayne County,County
19189,Winnebago County,County
19191,Winneshiek County,County
19197,Wright County,County
20001,Allen County,County
20003,Anderson County,County
20007,Barber County,County
20011,Bourbon County,County
20013,Brown County,County
20019,Chautauqua County,County
42027,Centre County,County
42027,"State College, PA",CBSA
42027,"State College-DuBois, PA",CSA
13031,Bulloch County,County
13031,"Statesboro, GA",CBSA
13031,"Savannah-Hinesville-Statesboro, GA",CSA
51015,Augusta County,County
51015,"Staunton, VA",CBSA
51015,"Harrisonburg-Staunton, VA",CSA
51790,Staunton city,County
51790,"Staunton, VA",CBSA
51790,"Harrisonburg-Staunton, VA",CSA
51820,Waynesboro city,County
51820,"Staunton, VA",CBSA
51820,"Harrisonburg-Staunton, VA",CSA
08107,Routt County,County
08107,"Steamboat Springs, CO",CBSA
08107,"Steamboat Springs-Craig, CO",CSA
48143,Erath County,County
48143,"Stephenville, TX",CBSA
08075,Logan County,County
08075,"Sterling, CO",CBSA
17195,Whiteside County,County
17195,"Sterling, IL",CBSA
17195,"Dixon-Sterling, IL",CSA
55097,Portage County,County
55097,"Stevens Point, WI",CBSA
55097,"Wausau-Stevens Point-Wisconsin Rapids, WI",CSA
40119,Payne County,County
40119,"Stillwater, OK",CBSA
06077,San Joaquin County,County
06077,"Stockton, CA",CBSA
06077,"San Jose-San Francisco-Oakland, CA",CSA
19021,Buena Vista County,County
19021,"Storm Lake, IA",CBSA
26149,St. Joseph County,County
26149,"Sturgis, MI",CBSA
26149,"Kalamazoo-Battle Creek-Portage, MI",CSA
21049,Clark County,County
21049,"Lexington-Fayette, KY",CBSA
21049,"Lexington-Fayette--Richmond--Frankfort, KY",CSA
21067,Fayette County,County
21067,"Lexington-Fayette, KY",CBSA
21067,"Lexington-Fayette--Richmond--Frankfort, KY",CSA
21113,Jessamine County,County
21113,"Lexington-Fayette, KY",CBSA
21113,"Lexington-Fayette--Richmond--Frankfort, KY",CSA
21209,Scott County,County
21209,"Lexington-Fayette, KY",CBSA
21209,"Lexington-Fayette--Richmond--Frankfort, KY",CSA
21239,Woodford County,County
21239,"Lexington-Fayette, KY",CBSA
21239,"Lexington-Fayette--Richmond--Frankfort, KY",CSA
20175,Seward County,County
20175,"Liberal, KS",CBSA
39003,Allen County,County
39003,"Lima, OH",CBSA
39003,"Lima-Van Wert-Celina, OH",CSA
17107,Logan County,County
17107,"Lincoln, IL",CBSA
17107,"Springfield-Jacksonville-Lincoln, IL",CSA
31109,Lancaster County,County
31109,"Lincoln, NE",CBSA
31109,"Lincoln-Beatrice, NE",CSA
31159,Seward County,County
31159,"Lincoln, NE",CBSA
31159,"Lincoln-Beatrice, NE",CSA
05045,Faulkner County,County
05045,"Little Rock-North Little Rock-Conway, AR",CBSA
05045,"Little Rock-North Little Rock, AR",CSA
05053,Grant County,County
05053,"Little Rock-North Little Rock-Conway, AR",CBSA
05053,"Little Rock-North Little Rock, AR",CSA
05085,Lonoke County,County
05085,"Little Rock-North Little Rock-Conway, AR",CBSA
05085,"Little Rock-North Little Rock, AR",CSA
05105,Perry County,County
05105,"Little Rock-North Little Rock-Conway, AR",CBSA
05105,"Little Rock-North Little Rock, AR",CSA
05119,Pulaski County,County
05119,"Little Rock-North Little Rock-Conway, AR",CBSA
05119,"Little Rock-North Little Rock, AR",CSA
05125,Saline County,County
05125,"Little Rock-North Little Rock-Conway, AR",CBSA
05125,"Little Rock-North Little Rock, AR",CSA
42035,Clinton County,County
42035,"Lock Haven, PA",CBSA
42035,"Williamsport-Lock Haven, PA",CSA
16041,Franklin County,County
16041,"Logan, UT-ID",CBSA
49005,Cache County,County
49005,"Logan, UT-ID",CBSA
18017,Cass County,County
18017,"Logansport, IN",CBSA
21051,Clay County,County
21051,"London, KY",CBSA
21121,Knox County,County
21121,"London, KY",CBSA
21125,Laurel County,County
21125,"London, KY",CBSA
21235,Whitley County,County
21235,"London, KY",CBSA
48183,Gregg County,County
48183,"Longview, TX",CBSA
48203,Harrison County,County
48203,"Longview, TX",CBSA
48401,Rusk County,County
48401,"Longview, TX",CBSA
48459,Upshur County,County
48459,"Longview, TX",CBSA
53015,Cowlitz County,County
53015,"Longview, WA",CBSA
53015,"Portland-Vancouver-Salem, OR-WA",CSA
35028,Los Alamos County,County
35028,"Los Alamos, NM",CBSA
35028,"Albuquerque-Santa Fe-Las Vegas, NM",CSA
06059,Orange County,County
06059,"Los Angeles-Long Beach-Anaheim, CA",CBSA
06059,"Los Angeles-Long Beach, CA",CSA
06059,"Anaheim-Santa Ana-Irvine, CA",MSA
06037,Los Angeles County,County
06037,"Los Angeles-Long Beach-Anaheim, CA",CBSA
06037,"Los Angeles-Long Beach, CA",CSA
06037,"Los Angeles-Long Beach-Glendale, CA",MSA
18019,Clark County,County
18019,"Louisville/Jefferson County, KY-IN",CBSA
18019,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",CSA
18043,Floyd County,County
18043,"Louisville/Jefferson County, KY-IN",CBSA
18043,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",CSA
18061,Harrison County,County
18061,"Louisville/Jefferson County, KY-IN",CBSA
18061,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",CSA
18175,Washington County,County
18175,"Louisville/Jefferson County, KY-IN",CBSA
18175,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",CSA
21029,Bullitt County,County
21029,"Louisville/Jefferson County, KY-IN",CBSA
21029,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",CSA
21103,Henry County,County
21103,"Louisville/Jefferson County, KY-IN",CBSA
21103,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",CSA
21111,Jefferson County,County
21111,"Louisville/Jefferson County, KY-IN",CBSA
21111,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",CSA
21185,Oldham County,County
21185,"Louisville/Jefferson County, KY-IN",CBSA
21185,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",CSA
21211,Shelby County,County
21211,"Louisville/Jefferson County, KY-IN",CBSA
21211,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",CSA
21215,Spencer County,County
21215,"Louisville/Jefferson County, KY-IN",CBSA
21215,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN",CSA
48107,Crosby County,County
48107,"Lubbock, TX",CBSA
48107,"Lubbock-Plainview-Levelland, TX",CSA
48303,Lubbock County,County
48303,"Lubbock, TX",CBSA
48303,"Lubbock-Plainview-Levelland, TX",CSA
48305,Lynn County,County
48305,"Lubbock, TX",CBSA
48305,"Lubbock-Plainview-Levelland, TX",CSA
26105,Mason County,County
26105,"Ludington, MI",CBSA
48005,Angelina County,County
48005,"Lufkin, TX",CBSA
37155,Robeson County,County
37155,"Lumberton, NC",CBSA
37155,"Fayetteville-Sanford-Lumberton, NC",CSA
51009,Amherst County,County
51009,"Lynchburg, VA",CBSA
51011,Appomattox County,County
51011,"Lynchburg, VA",CBSA
51019,Bedford County,County
51019,"Lynchburg, VA",CBSA
51031,Campbell County,County
51031,"Lynchburg, VA",CBSA
51680,Lynchburg city,County
51680,"Lynchburg, VA",CBSA
17109,McDonough County,County
17109,"Macomb, IL",CBSA
13021,Bibb County,County
13021,"Macon-Bibb County, GA",CBSA
13021,"Macon-Bibb County--Warner Robins, GA",CSA
13079,Crawford County,County
13079,"Macon-Bibb County, GA",CBSA
13079,"Macon-Bibb County--Warner Robins, GA",CSA
13169,Jones County,County
13169,"Macon-Bibb County, GA",CBSA
13169,"Macon-Bibb County--Warner Robins, GA",CSA
13207,Monroe County,County
13207,"Macon-Bibb County, GA",CBSA
13207,"Macon-Bibb County--Warner Robins, GA",CSA
13289,Twiggs County,County
13289,"Macon-Bibb County, GA",CBSA
13289,"Macon-Bibb County--Warner Robins, GA",CSA
06039,Madera County,County
06039,"Madera, CA",CBSA
06039,"Fresno-Madera-Hanford, CA",CSA
18077,Jefferson County,County
18077,"Madison, IN",CBSA
55021,Columbia County,County
55021,"Madison, WI",CBSA
55021,"Madison-Janesville-Beloit, WI",CSA
55025,Dane County,County
55025,"Madison, WI",CBSA
55025,"Madison-Janesville-Beloit, WI",CSA
55045,Green County,County
55045,"Madison, WI",CBSA
55045,"Madison-Janesville-Beloit, WI",CSA
55049,Iowa County,County
55049,"Madison, WI",CBSA
55049,"Madison-Janesville-Beloit, WI",CSA
21107,Hopkins County,County
21107,"Madisonville, KY",CBSA
05027,Columbia County,County
05027,"Magnolia, AR",CBSA
36033,Franklin County,County
36033,"Malone, NY",CBSA
05059,Hot Spring County,County
05059,"Malvern, AR",CBSA
05059,"Hot Springs-Malvern, AR",CSA
33011,Hillsborough County,County
33011,"Manchester-Nashua, NH",CBSA
33011,"Boston-Worcester-Providence, MA-RI-NH-CT",CSA
20061,Geary County,County
20061,"Manhattan, KS",CBSA
20149,Pottawatomie County,County
20149,"Manhattan, KS",CBSA
20161,Riley County,County
20161,"Manhattan, KS",CBSA
55071,Manitowoc County,County
55071,"Manitowoc, WI",CBSA
27013,Blue Earth County,County
27013,"Mankato, MN",CBSA
27013,"Mankato-New Ulm, MN",CSA
27103,Nicollet County,County
27103,"Mankato, MN",CBSA
27103,"Mankato-New Ulm, MN",CSA
39139,Richland County,County
39139,"Mansfield, OH",CBSA
39139,"Mansfield-Ashland-Bucyrus, OH",CSA
39167,Washington County,County
39167,"Marietta, OH",CBSA
39167,"Parkersburg-Marietta-Vienna, WV-OH",CSA
26109,Menominee County,County
26109,"Marinette, WI-MI",CBSA
26109,"Marinette-Iron Mountain, WI-MI",CSA
55075,Marinette County,County
55075,"Marinette, WI-MI",CBSA
55075,"Marinette-Iron Mountain, WI-MI",CSA
18053,Grant County,County
18053,"Marion, IN",CBSA
37111,McDowell County,County
37111,"Marion, NC",CBSA
37111,"Asheville-Marion-Brevard, NC",CSA
39101,Marion County,County
39101,"Marion, OH",CBSA
39101,"Columbus-Marion-Zanesville, OH",CSA
26103,Marquette County,County
26103,"Marquette, MI",CBSA
27083,Lyon County,County
27083,"Marshall, MN",CBSA
29195,Saline County,County
29195,"Marshall, MO",CBSA
19127,Marshall County,County
19127,"Marshalltown, IA",CBSA
47183,Weakley County,County
47183,"Martin, TN",CBSA
47183,"Martin-Union City, TN",CSA
51089,Henry County,County
51089,"Martinsville, VA",CBSA
51690,Martinsville city,County
51690,"Martinsville, VA",CBSA
29147,Nodaway County,County
29147,"Maryville, MO",CBSA
19033,Cerro Gordo County,County
19033,"Mason City, IA",CBSA
19195,Worth County,County
19195,"Mason City, IA",CBSA
72067,Hormigueros Municipio,County
72067,"Mayag??ez, PR",CBSA
72067,"Mayag??ez-San Germ??n, PR",CSA
72083,Las Mar??as Municipio,County
72083,"Mayag??ez, PR",CBSA
72083,"Mayag??ez-San Germ??n, PR",CSA
72097,Mayag??ez Municipio,County
72097,"Mayag??ez, PR",CBSA
72097,"Mayag??ez-San Germ??n, PR",CSA
21083,Graves County,County
21083,"Mayfield, KY",CBSA
21083,"Paducah-Mayfield, KY-IL",CSA
21161,Mason County,County
21161,"Maysville, KY",CBSA
21161,"Cincinnati-Wilmington-Maysville, OH-KY-IN",CSA
40121,Pittsburg County,County
40121,"McAlester, OK",CBSA
48215,Hidalgo County,County
48215,"McAllen-Edinburg-Mission, TX",CBSA
48215,"McAllen-Edinburg, TX",CSA
28113,Pike County,County
28113,"McComb, MS",CBSA
47177,Warren County,County
47177,"McMinnville, TN",CBSA
20113,McPherson County,County
20113,"McPherson, KS",CBSA
42039,Crawford County,County
42039,"Meadville, PA",CBSA
42039,"Erie-Meadville, PA",CSA
41029,Jackson County,County
41029,"Medford, OR",CBSA
41029,"Medford-Grants Pass, OR",CSA
05035,Crittenden County,County
05035,"Memphis, TN-MS-AR",CBSA
05035,"Memphis-Forrest City, TN-MS-AR",CSA
28033,DeSoto County,County
28033,"Memphis, TN-MS-AR",CBSA
28033,"Memphis-Forrest City, TN-MS-AR",CSA
28093,Marshall County,County
28093,"Memphis, TN-MS-AR",CBSA
28093,"Memphis-Forrest City, TN-MS-AR",CSA
28137,Tate County,County
28137,"Memphis, TN-MS-AR",CBSA
28137,"Memphis-Forrest City, TN-MS-AR",CSA
28143,Tunica County,County
28143,"Memphis, TN-MS-AR",CBSA
28143,"Memphis-Forrest City, TN-MS-AR",CSA
47047,Fayette County,County
47047,"Memphis, TN-MS-AR",CBSA
47047,"Memphis-Forrest City, TN-MS-AR",CSA
47157,Shelby County,County
47157,"Memphis, TN-MS-AR",CBSA
47157,"Memphis-Forrest City, TN-MS-AR",CSA
47167,Tipton County,County
47167,"Memphis, TN-MS-AR",CBSA
47167,"Memphis-Forrest City, TN-MS-AR",CSA
55033,Dunn County,County
55033,"Menomonie, WI",CBSA
55033,"Eau Claire-Menomonie, WI",CSA
06047,Merced County,County
06047,"Merced, CA",CBSA
06047,"San Jose-San Francisco-Oakland, CA",CSA
28023,Clarke County,County
28023,"Meridian, MS",CBSA
28069,Kemper County,County
28069,"Meridian, MS",CBSA
28075,Lauderdale County,County
28075,"Meridian, MS",CBSA
29007,Audrain County,County
29007,"Mexico, MO",CBSA
29007,"Columbia-Moberly-Mexico, MO",CSA
40115,Ottawa County,County
40115,"Miami, OK",CBSA
40115,"Joplin-Miami, MO-OK",CSA
12011,Broward County,County
12011,"Miami-Fort Lauderdale-Pompano Beach, FL",CBSA
12011,"Miami-Port St. Lucie-Fort Lauderdale, FL",CSA
12011,"Fort Lauderdale-Pompano Beach-Sunrise, FL",MSA
12086,Miami-Dade County,County
12086,"Miami-Fort Lauderdale-Pompano Beach, FL",CBSA
12086,"Miami-Port St. Lucie-Fort Lauderdale, FL",CSA
12086,"Miami-Miami Beach-Kendall, FL",MSA
12099,Palm Beach County,County
12099,"Miami-Fort Lauderdale-Pompano Beach, FL",CBSA
12099,"Miami-Port St. Lucie-Fort Lauderdale, FL",CSA
12099,"West Palm Beach-Boca Raton-Boynton Beach, FL",MSA
18091,LaPorte County,County
18091,"Michigan City-La Porte, IN",CBSA
18091,"Chicago-Naperville, IL-IN-WI",CSA
21013,Bell County,County
21013,"Middlesborough, KY",CBSA
26111,Midland County,County
26111,"Midland, MI",CBSA
26111,"Saginaw-Midland-Bay City, MI",CSA
48317,Martin County,County
48317,"Midland, TX",CBSA
48317,"Midland-Odessa, TX",CSA
48329,Midland County,County
48329,"Midland, TX",CBSA
48329,"Midland-Odessa, TX",CSA
13009,Baldwin County,County
13009,"Milledgeville, GA",CBSA
13141,Hancock County,County
13141,"Milledgeville, GA",CBSA
55079,Milwaukee County,County
55079,"Milwaukee-Waukesha, WI",CBSA
55079,"Milwaukee-Racine-Waukesha, WI",CSA
55089,Ozaukee County,County
55089,"Milwaukee-Waukesha, WI",CBSA
55089,"Milwaukee-Racine-Waukesha, WI",CSA
55131,Washington County,County
55131,"Milwaukee-Waukesha, WI",CBSA
55131,"Milwaukee-Racine-Waukesha, WI",CSA
55133,Waukesha County,County
55133,"Milwaukee-Waukesha, WI",CBSA
