FIP5,TITLE,GEOGRAPHY
26023,Branch County,County
26023,"Coldwater, MI",CBSA
26023,"Kalamazoo-Battle Creek-Portage, MI",CSA
48041,Brazos County,County
48041,"College Station-Bryan, TX",CBSA
48051,Burleson County,County
48051,"College Station-Bryan, TX",CBSA
48395,Robertson County,County
48395,"College Station-Bryan, TX",CBSA
08041,El Paso County,County
08041,"Colorado Springs, CO",CBSA
08119,Teller County,County
08119,"Colorado Springs, CO",CBSA
29019,Boone County,County
29019,"Columbia, MO",CBSA
29019,"Columbia-Moberly-Mexico, MO",CSA
29053,Cooper County,County
29053,"Columbia, MO",CBSA
29053,"Columbia-Moberly-Mexico, MO",CSA
29089,Howard County,County
29089,"Columbia, MO",CBSA
29089,"Columbia-Moberly-Mexico, MO",CSA
45017,Calhoun County,County
45017,"Columbia, SC",CBSA
45017,"Columbia-Orangeburg-Newberry, SC",CSA
45039,Fairfield County,County
45039,"Columbia, SC",CBSA
45039,"Columbia-Orangeburg-Newberry, SC",CSA
45055,Kershaw County,County
45055,"Columbia, SC",CBSA
45055,"Columbia-Orangeburg-Newberry, SC",CSA
45063,Lexington County,County
45063,"Columbia, SC",CBSA
45063,"Columbia-Orangeburg-Newberry, SC",CSA
45079,Richland County,County
45079,"Columbia, SC",CBSA
45079,"Columbia-Orangeburg-Newberry, SC",CSA
45081,Saluda County,County
45081,"Columbia, SC",CBSA
45081,"Columbia-Orangeburg-Newberry, SC",CSA
01113,Russell County,County
01113,"Columbus, GA-AL",CBSA
01113,"Columbus-Auburn-Opelika, GA-AL",CSA
13053,Chattahoochee County,County
13053,"Columbus, GA-AL",CBSA
13053,"Columbus-Auburn-Opelika, GA-AL",CSA
13145,Harris County,County
13145,"Columbus, GA-AL",CBSA
13145,"Columbus-Auburn-Opelika, GA-AL",CSA
13197,Marion County,County
13197,"Columbus, GA-AL",CBSA
13197,"Columbus-Auburn-Opelika, GA-AL",CSA
13215,Muscogee County,County
13215,"Columbus, GA-AL",CBSA
13215,"Columbus-Auburn-Opelika, GA-AL",CSA
13259,Stewart County,County
13259,"Columbus, GA-AL",CBSA
13259,"Columbus-Auburn-Opelika, GA-AL",CSA
13263,Talbot County,County
13263,"Columbus, GA-AL",CBSA
13263,"Columbus-Auburn-Opelika, GA-AL",CSA
18005,Bartholomew County,County
18005,"Columbus, IN",CBSA
18005,"Indianapolis-Carmel-Muncie, IN",CSA
28087,Lowndes County,County
28087,"Columbus, MS",CBSA
28087,"Columbus-West Point, MS",CSA
31141,Platte County,County
31141,"Columbus, NE",CBSA
39041,Delaware County,County
39041,"Columbus, OH",CBSA
39041,"Columbus-Marion-Zanesville, OH",CSA
39045,Fairfield County,County
39045,"Columbus, OH",CBSA
39045,"Columbus-Marion-Zanesville, OH",CSA
39049,Franklin County,County
39049,"Columbus, OH",CBSA
39049,"Columbus-Marion-Zanesville, OH",CSA
39073,Hocking County,County
39073,"Columbus, OH",CBSA
39073,"Columbus-Marion-Zanesville, OH",CSA
39089,Licking County,County
39089,"Columbus, OH",CBSA
39089,"Columbus-Marion-Zanesville, OH",CSA
39097,Madison County,County
39097,"Columbus, OH",CBSA
39097,"Columbus-Marion-Zanesville, OH",CSA
39117,Morrow County,County
39117,"Columbus, OH",CBSA
39117,"Columbus-Marion-Zanesville, OH",CSA
39127,Perry County,County
39127,"Columbus, OH",CBSA
39127,"Columbus-Marion-Zanesville, OH",CSA
39129,Pickaway County,County
39129,"Columbus, OH",CBSA
39129,"Columbus-Marion-Zanesville, OH",CSA
39159,Union County,County
39159,"Columbus, OH",CBSA
39159,"Columbus-Marion-Zanesville, OH",CSA
33013,Merrimack County,County
33013,"Concord, NH",CBSA
33013,"Boston-Worcester-Providence, MA-RI-NH-CT",CSA
18041,Fayette County,County
18041,"Connersville, IN",CBSA
18041,"Richmond-Connersville, IN",CSA
47087,Jackson County,County
47087,"Cookeville, TN",CBSA
47133,Overton County,County
47133,"Cookeville, TN",CBSA
47141,Putnam County,County
47141,"Cookeville, TN",CBSA
41011,Coos County,County
41011,"Coos Bay, OR",CBSA
13081,Crisp County,County
13081,"Cordele, GA",CBSA
28003,Alcorn County,County
28003,"Corinth, MS",CBSA
28003,"Tupelo-Corinth, MS",CSA
13137,Habersham County,County
13137,"Cornelia, GA",CBSA
13137,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",CSA
36101,Steuben County,County
36101,"Corning, NY",CBSA
36101,"Elmira-Corning, NY",CSA
48355,Nueces County,County
48355,"Corpus Christi, TX",CBSA
48355,"Corpus Christi-Kingsville-Alice, TX",CSA
48409,San Patricio County,County
48409,"Corpus Christi, TX",CBSA
48409,"Corpus Christi-Kingsville-Alice, TX",CSA
48349,Navarro County,County
48349,"Corsicana, TX",CBSA
48349,"Dallas-Fort Worth, TX-OK",CSA
36023,Cortland County,County
36023,"Cortland, NY",CBSA
36023,"Ithaca-Cortland, NY",CSA
41003,Benton County,County
41003,"Corvallis, OR",CBSA
41003,"Portland-Vancouver-Salem, OR-WA",CSA
39031,Coshocton County,County
39031,"Coshocton, OH",CBSA
13295,Walker County,County
13295,"Chattanooga, TN-GA",CBSA
13295,"Chattanooga-Cleveland-Dalton, TN-GA",CSA
47065,Hamilton County,County
47065,"Chattanooga, TN-GA",CBSA
47065,"Chattanooga-Cleveland-Dalton, TN-GA",CSA
47115,Marion County,County
47115,"Chattanooga, TN-GA",CBSA
47115,"Chattanooga-Cleveland-Dalton, TN-GA",CSA
47153,Sequatchie County,County
47153,"Chattanooga, TN-GA",CBSA
47153,"Chattanooga-Cleveland-Dalton, TN-GA",CSA
56021,Laramie County,County
56021,"Cheyenne, WY",CBSA
17031,Cook County,County
17031,"Chicago-Naperville-Elgin, IL-IN-WI",CBSA
17031,"Chicago-Naperville, IL-IN-WI",CSA
17031,"Chicago-Naperville-Evanston, IL",MSA
17043,DuPage County,County
17043,"Chicago-Naperville-Elgin, IL-IN-WI",CBSA
17043,"Chicago-Naperville, IL-IN-WI",CSA
17043,"Chicago-Naperville-Evanston, IL",MSA
17063,Grundy County,County
17063,"Chicago-Naperville-Elgin, IL-IN-WI",CBSA
17063,"Chicago-Naperville, IL-IN-WI",CSA
17063,"Chicago-Naperville-Evanston, IL",MSA
17111,McHenry County,County
17111,"Chicago-Naperville-Elgin, IL-IN-WI",CBSA
17111,"Chicago-Naperville, IL-IN-WI",CSA
17111,"Chicago-Naperville-Evanston, IL",MSA
17197,Will County,County
17197,"Chicago-Naperville-Elgin, IL-IN-WI",CBSA
17197,"Chicago-Naperville, IL-IN-WI",CSA
17197,"Chicago-Naperville-Evanston, IL",MSA
17037,DeKalb County,County
17037,"Chicago-Naperville-Elgin, IL-IN-WI",CBSA
17037,"Chicago-Naperville, IL-IN-WI",CSA
17037,"Elgin, IL",MSA
17089,Kane County,County
17089,"Chicago-Naperville-Elgin, IL-IN-WI",CBSA
17089,"Chicago-Naperville, IL-IN-WI",CSA
17089,"Elgin, IL",MSA
17093,Kendall County,County
17093,"Chicago-Naperville-Elgin, IL-IN-WI",CBSA
17093,"Chicago-Naperville, IL-IN-WI",CSA
17093,"Elgin, IL",MSA
18073,Jasper County,County
18073,"Chicago-Naperville-Elgin, IL-IN-WI",CBSA
18073,"Chicago-Naperville, IL-IN-WI",CSA
18073,"Gary, IN",MSA
18089,Lake County,County
18089,"Chicago-Naperville-Elgin, IL-IN-WI",CBSA
18089,"Chicago-Naperville, IL-IN-WI",CSA
18089,"Gary, IN",MSA
18111,Newton County,County
18111,"Chicago-Naperville-Elgin, IL-IN-WI",CBSA
18111,"Chicago-Naperville, IL-IN-WI",CSA
18111,"Gary, IN",MSA
18127,Porter County,County
18127,"Chicago-Naperville-Elgin, IL-IN-WI",CBSA
18127,"Chicago-Naperville, IL-IN-WI",CSA
18127,"Gary, IN",MSA
17097,Lake County,County
17097,"Chicago-Naperville-Elgin, IL-IN-WI",CBSA
17097,"Chicago-Naperville, IL-IN-WI",CSA
17097,"Lake County-Kenosha County, IL-WI",MSA
55059,Kenosha County,County
55059,"Chicago-Naperville-Elgin, IL-IN-WI",CBSA
55059,"Chicago-Naperville, IL-IN-WI",CSA
55059,"Lake County-Kenosha County, IL-WI",MSA
06007,Butte County,County
06007,"Chico, CA",CBSA
39141,Ross County,County
39141,"Chillicothe, OH",CBSA
39141,"Columbus-Marion-Zanesville, OH",CSA
18029,Dearborn County,County
18029,"Cincinnati, OH-KY-IN",CBSA
18029,"Cincinnati-Wilmington-Maysville, OH-KY-IN",CSA
18047,Franklin County,County
18047,"Cincinnati, OH-KY-IN",CBSA
18047,"Cincinnati-Wilmington-Maysville, OH-KY-IN",CSA
18115,Ohio County,County
18115,"Cincinnati, OH-KY-IN",CBSA
18115,"Cincinnati-Wilmington-Maysville, OH-KY-IN",CSA
18161,Union County,County
18161,"Cincinnati, OH-KY-IN",CBSA
18161,"Cincinnati-Wilmington-Maysville, OH-KY-IN",CSA
21015,Boone County,County
21015,"Cincinnati, OH-KY-IN",CBSA
21015,"Cincinnati-Wilmington-Maysville, OH-KY-IN",CSA
21023,Bracken County,County
21023,"Cincinnati, OH-KY-IN",CBSA
21023,"Cincinnati-Wilmington-Maysville, OH-KY-IN",CSA
21037,Campbell County,County
21037,"Cincinnati, OH-KY-IN",CBSA
21037,"Cincinnati-Wilmington-Maysville, OH-KY-IN",CSA
21077,Gallatin County,County
21077,"Cincinnati, OH-KY-IN",CBSA
21077,"Cincinnati-Wilmington-Maysville, OH-KY-IN",CSA
21081,Grant County,County
21081,"Cincinnati, OH-KY-IN",CBSA
21081,"Cincinnati-Wilmington-Maysville, OH-KY-IN",CSA
21117,Kenton County,County
21117,"Cincinnati, OH-KY-IN",CBSA
21117,"Cincinnati-Wilmington-Maysville, OH-KY-IN",CSA
21191,Pendleton County,County
21191,"Cincinnati, OH-KY-IN",CBSA
21191,"Cincinnati-Wilmington-Maysville, OH-KY-IN",CSA
39015,Brown County,County
39015,"Cincinnati, OH-KY-IN",CBSA
39015,"Cincinnati-Wilmington-Maysville, OH-KY-IN",CSA
39017,Butler County,County
39017,"Cincinnati, OH-KY-IN",CBSA
39017,"Cincinnati-Wilmington-Maysville, OH-KY-IN",CSA
39025,Clermont County,County
39025,"Cincinnati, OH-KY-IN",CBSA
39025,"Cincinnati-Wilmington-Maysville, OH-KY-IN",CSA
40009,Beckham County,County
40009,"Elk City, OK",CBSA
18039,Elkhart County,County
18039,"Elkhart-Goshen, IN",CBSA
18039,"South Bend-Elkhart-Mishawaka, IN-MI",CSA
54083,Randolph County,County
54083,"Elkins, WV",CBSA
32007,Elko County,County
32007,"Elko, NV",CBSA
32011,Eureka County,County
32011,"Elko, NV",CBSA
53037,Kittitas County,County
53037,"Ellensburg, WA",CBSA
36015,Chemung County,County
36015,"Elmira, NY",CBSA
36015,"Elmira-Corning, NY",CSA
48141,El Paso County,County
48141,"El Paso, TX",CBSA
48141,"El Paso-Las Cruces, TX-NM",CSA
48229,Hudspeth County,County
48229,"El Paso, TX",CBSA
48229,"El Paso-Las Cruces, TX-NM",CSA
20017,Chase County,County
20017,"Emporia, KS",CBSA
20111,Lyon County,County
20111,"Emporia, KS",CBSA
40047,Garfield County,County
40047,"Enid, OK",CBSA
01031,Coffee County,County
01031,"Enterprise, AL",CBSA
42049,Erie County,County
42049,"Erie, PA",CBSA
42049,"Erie-Meadville, PA",CSA
26041,Delta County,County
26041,"Escanaba, MI",CBSA
35039,Rio Arriba County,County
35039,"Espa??ola, NM",CBSA
35039,"Albuquerque-Santa Fe-Las Vegas, NM",CSA
01005,Barbour County,County
01005,"Eufaula, AL-GA",CBSA
13239,Quitman County,County
13239,"Eufaula, AL-GA",CBSA
41039,Lane County,County
41039,"Eugene-Springfield, OR",CBSA
06023,Humboldt County,County
06023,"Eureka-Arcata, CA",CBSA
56041,Uinta County,County
56041,"Evanston, WY",CBSA
18129,Posey County,County
18129,"Evansville, IN-KY",CBSA
18163,Vanderburgh County,County
18163,"Evansville, IN-KY",CBSA
18173,Warrick County,County
18173,"Evansville, IN-KY",CBSA
21101,Henderson County,County
21101,"Evansville, IN-KY",CBSA
02090,Fairbanks North Star Borough,County
02090,"Fairbanks, AK",CBSA
19101,Jefferson County,County
19101,"Fairfield, IA",CBSA
27091,Martin County,County
27091,"Fairmont, MN",CBSA
54049,Marion County,County
54049,"Fairmont, WV",CBSA
54049,"Morgantown-Fairmont, WV",CSA
32001,Churchill County,County
32001,"Fallon, NV",CBSA
27027,Clay County,County
27027,"Fargo, ND-MN",CBSA
27027,"Fargo-Wahpeton, ND-MN",CSA
38017,Cass County,County
38017,"Fargo, ND-MN",CBSA
38017,"Fargo-Wahpeton, ND-MN",CSA
27131,Rice County,County
27131,"Faribault-Northfield, MN",CBSA
27131,"Minneapolis-St. Paul, MN-WI",CSA
29187,St. Francois County,County
29187,"Farmington, MO",CBSA
29187,"St. Louis-St. Charles-Farmington, MO-IL",CSA
35045,San Juan County,County
35045,"Farmington, NM",CBSA
37051,Cumberland County,County
37051,"Fayetteville, NC",CBSA
37051,"Fayetteville-Sanford-Lumberton, NC",CSA
37085,Harnett County,County
37085,"Fayetteville, NC",CBSA
37085,"Fayetteville-Sanford-Lumberton, NC",CSA
37093,Hoke County,County
37093,"Fayetteville, NC",CBSA
37093,"Fayetteville-Sanford-Lumberton, NC",CSA
05007,Benton County,County
05007,"Fayetteville-Springdale-Rogers, AR",CBSA
05087,Madison County,County
05087,"Fayetteville-Springdale-Rogers, AR",CBSA
05143,Washington County,County
05143,"Fayetteville-Springdale-Rogers, AR",CBSA
27111,Otter Tail County,County
27111,"Fergus Falls, MN",CBSA
32019,Lyon County,County
32019,"Fernley, NV",CBSA
32019,"Reno-Carson City-Fernley, NV",CSA
39063,Hancock County,County
39063,"Findlay, OH",CBSA
39063,"Toledo-Findlay-Tiffin, OH",CSA
13017,Ben Hill County,County
13017,"Fitzgerald, GA",CBSA
04005,Coconino County,County
04005,"Flagstaff, AZ",CBSA
26049,Genesee County,County
26049,"Flint, MI",CBSA
26049,"Detroit-Warren-Ann Arbor, MI",CSA
45031,Darlington County,County
45031,"Florence, SC",CBSA
45041,Florence County,County
45041,"Florence, SC",CBSA
01033,Colbert County,County
01033,"Florence-Muscle Shoals, AL",CBSA
01077,Lauderdale County,County
01077,"Florence-Muscle Shoals, AL",CBSA
55039,Fond du Lac County,County
55039,"Fond du Lac, WI",CBSA
37161,Rutherford County,County
37161,"Forest City, NC",CBSA
05123,St. Francis County,County
05123,"Forrest City, AR",CBSA
05123,"Memphis-Forrest City, TN-MS-AR",CSA
08069,Larimer County,County
08069,"Fort Collins, CO",CBSA
19187,Webster County,County
19187,"Fort Dodge, IA",CBSA
29169,Pulaski County,County
29169,"Fort Leonard Wood, MO",CBSA
17067,Hancock County,County
17067,"Fort Madison-Keokuk, IA-IL-MO",CBSA
17067,"Burlington-Fort Madison-Keokuk, IA-IL-MO",CSA
19111,Lee County,County
19111,"Fort Madison-Keokuk, IA-IL-MO",CBSA
19111,"Burlington-Fort Madison-Keokuk, IA-IL-MO",CSA
29045,Clark County,County
29045,"Fort Madison-Keokuk, IA-IL-MO",CBSA
29045,"Burlington-Fort Madison-Keokuk, IA-IL-MO",CSA
08087,Morgan County,County
08087,"Fort Morgan, CO",CBSA
01049,DeKalb County,County
01049,"Fort Payne, AL",CBSA
01049,"Scottsboro-Fort Payne, AL",CSA
22115,Vernon Parish,County
22115,"Fort Polk South, LA",CBSA
22115,"DeRidder-Fort Polk South, LA",CSA
05033,Crawford County,County
05033,"Fort Smith, AR-OK",CBSA
05047,Franklin County,County
05047,"Fort Smith, AR-OK",CBSA
05131,Sebastian County,County
05131,"Fort Smith, AR-OK",CBSA
40135,Sequoyah County,County
40135,"Fort Smith, AR-OK",CBSA
18003,Allen County,County
18003,"Fort Wayne, IN",CBSA
18003,"Fort Wayne-Huntington-Auburn, IN",CSA
18183,Whitley County,County
18183,"Fort Wayne, IN",CBSA
18183,"Fort Wayne-Huntington-Auburn, IN",CSA
18023,Clinton County,County
18023,"Frankfort, IN",CBSA
18023,"Lafayette-West Lafayette-Frankfort, IN",CSA
21005,Anderson County,County
21005,"Frankfort, KY",CBSA
21005,"Lexington-Fayette--Richmond--Frankfort, KY",CSA
21073,Franklin County,County
21073,"Frankfort, KY",CBSA
21073,"Lexington-Fayette--Richmond--Frankfort, KY",CSA
48171,Gillespie County,County
48171,"Fredericksburg, TX",CBSA
48171,"Kerrville-Fredericksburg, TX",CSA
17177,Stephenson County,County
17177,"Freeport, IL",CBSA
17177,"Rockford-Freeport-Rochelle, IL",CSA
31053,Dodge County,County
31053,"Fremont, NE",CBSA
31053,"Omaha-Council Bluffs-Fremont, NE-IA",CSA
39143,Sandusky County,County
39143,"Fremont, OH",CBSA
39143,"Toledo-Findlay-Tiffin, OH",CSA
06019,Fresno County,County
06019,"Fresno, CA",CBSA
06019,"Fresno-Madera-Hanford, CA",CSA
01055,Etowah County,County
01055,"Gadsden, AL",CBSA
45021,Cherokee County,County
45021,"Gaffney, SC",CBSA
45021,"Greenville-Spartanburg-Anderson, SC",CSA
12001,Alachua County,County
12001,"Gainesville, FL",CBSA
12001,"Gainesville-Lake City, FL",CSA
12041,Gilchrist County,County
12041,"Gainesville, FL",CBSA
12041,"Gainesville-Lake City, FL",CSA
12075,Levy County,County
12075,"Gainesville, FL",CBSA
12075,"Gainesville-Lake City, FL",CSA
13139,Hall County,County
13139,"Gainesville, GA",CBSA
13139,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL",CSA
48097,Cooke County,County
48097,"Gainesville, TX",CBSA
48097,"Dallas-Fort Worth, TX-OK",CSA
17095,Knox County,County
17095,"Galesburg, IL",CBSA
35031,McKinley County,County
35031,"Gallup, NM",CBSA
20055,Finney County,County
20055,"Garden City, KS",CBSA
20093,Kearny County,County
20093,"Garden City, KS",CBSA
32005,Douglas County,County
32005,"Gardnerville Ranchos, NV",CBSA
32005,"Reno-Carson City-Fernley, NV",CSA
45043,Georgetown County,County
45043,"Georgetown, SC",CBSA
45043,"Myrtle Beach-Conway, SC-NC",CSA
42001,Adams County,County
42001,"Gettysburg, PA",CBSA
42001,"Harrisburg-York-Lebanon, PA",CSA
56005,Campbell County,County
56005,"Gillette, WY",CBSA
56011,Crook County,County
56011,"Gillette, WY",CBSA
56045,Weston County,County
56045,"Gillette, WY",CBSA
21009,Barren County,County
21009,"Glasgow, KY",CBSA
21009,"Bowling Green-Glasgow, KY",CSA
21169,Metcalfe County,County
21169,"Glasgow, KY",CBSA
21169,"Bowling Green-Glasgow, KY",CSA
36113,Warren County,County
36113,"Glens Falls, NY",CBSA
36113,"Albany-Schenectady, NY",CSA
36115,Washington County,County
36115,"Glens Falls, NY",CBSA
36115,"Albany-Schenectady, NY",CSA
08045,Garfield County,County
08045,"Glenwood Springs, CO",CBSA
08045,"Edwards-Glenwood Springs, CO",CSA
08097,Pitkin County,County
08097,"Glenwood Springs, CO",CBSA
08097,"Edwards-Glenwood Springs, CO",CSA
36035,Fulton County,County
36035,"Gloversville, NY",CBSA
36035,"Albany-Schenectady, NY",CSA
37191,Wayne County,County
37191,"Goldsboro, NC",CBSA
48221,Hood County,County
48221,"Granbury, TX",CBSA
48221,"Dallas-Fort Worth, TX-OK",CSA
27119,Polk County,County
27119,"Grand Forks, ND-MN",CBSA
38035,Grand Forks County,County
38035,"Grand Forks, ND-MN",CBSA
31079,Hall County,County
31079,"Grand Island, NE",CBSA
31093,Howard County,County
31093,"Grand Island, NE",CBSA
31121,Merrick County,County
31121,"Grand Island, NE",CBSA
08077,Mesa County,County
08077,"Grand Junction, CO",CBSA
27061,Itasca County,County
27061,"Grand Rapids, MN",CBSA
26067,Ionia County,County
26067,"Grand Rapids-Kentwood, MI",CBSA
26067,"Grand Rapids-Kentwood-Muskegon, MI",CSA
26081,Kent County,County
26081,"Grand Rapids-Kentwood, MI",CBSA
26081,"Grand Rapids-Kentwood-Muskegon, MI",CSA
26117,Montcalm County,County
26117,"Grand Rapids-Kentwood, MI",CBSA
26117,"Grand Rapids-Kentwood-Muskegon, MI",CSA
26139,Ottawa County,County
26139,"Grand Rapids-Kentwood, MI",CBSA
26139,"Grand Rapids-Kentwood-Muskegon, MI",CSA
35006,Cibola County,County
35006,"Grants, NM",CBSA
41033,Josephine County,County
41033,"Grants Pass, OR",CBSA
41033,"Medford-Grants Pass, OR",CSA
20009,Barton County,County
20009,"Great Bend, KS",CBSA
30013,Cascade County,County
30013,"Great Falls, MT",CBSA
08123,Weld County,County
08123,"Greeley, CO",CBSA
08123,"Denver-Aurora, CO",CSA
55009,Brown County,County
55009,"Green Bay, WI",CBSA
55009,"Green Bay-Shawano, WI",CSA
55061,Kewaunee County,County
55061,"Green Bay, WI",CBSA
55061,"Green Bay-Shawano, WI",CSA
55083,Oconto County,County
55083,"Green Bay, WI",CBSA
55083,"Green Bay-Shawano, WI",CSA
47059,Greene County,County
47059,"Greeneville, TN",CBSA
37081,Guilford County,County
37081,"Greensboro-High Point, NC",CBSA
37081,"Greensboro--Winston-Salem--High Point, NC",CSA
37151,Randolph County,County
37151,"Greensboro-High Point, NC",CBSA
37151,"Greensboro--Winston-Salem--High Point, NC",CSA
37157,Rockingham County,County
37157,"Greensboro-High Point, NC",CBSA
37157,"Greensboro--Winston-Salem--High Point, NC",CSA
18031,Decatur County,County
18031,"Greensburg, IN",CBSA
18031,"Indianapolis-Carmel-Muncie, IN",CSA
28151,Washington County,County
28151,"Greenville, MS",CBSA
37147,Pitt County,County
37147,"Greenville, NC",CBSA
37147,"Greenville-Kinston-Washington, NC",CSA
39037,Darke County,County
39037,"Greenville, OH",CBSA
39037,"Dayton-Springfield-Kettering, OH",CSA
45007,Anderson County,County
45007,"Greenville-Anderson, SC",CBSA
45007,"Greenville-Spartanburg-Anderson, SC",CSA
45045,Greenville County,County
45045,"Greenville-Anderson, SC",CBSA
45045,"Greenville-Spartanburg-Anderson, SC",CSA
45059,Laurens County,County
45059,"Greenville-Anderson, SC",CBSA
45059,"Greenville-Spartanburg-Anderson, SC",CSA
45077,Pickens County,County
45077,"Greenville-Anderson, SC",CBSA
45077,"Greenville-Spartanburg-Anderson, SC",CSA
28015,Carroll County,County
28015,"Greenwood, MS",CBSA
28083,Leflore County,County
28083,"Greenwood, MS",CBSA
45047,Greenwood County,County
45047,"Greenwood, SC",CBSA
45047,"Greenville-Spartanburg-Anderson, SC",CSA
22087,St. Bernard Parish,County
22087,"New Orleans-Metairie, LA",CBSA
22087,"New Orleans-Metairie-Hammond, LA-MS",CSA
22089,St. Charles Parish,County
22089,"New Orleans-Metairie, LA",CBSA
22089,"New Orleans-Metairie-Hammond, LA-MS",CSA
22093,St. James Parish,County
22093,"New Orleans-Metairie, LA",CBSA
22093,"New Orleans-Metairie-Hammond, LA-MS",CSA
22095,St. John the Baptist Parish,County
22095,"New Orleans-Metairie, LA",CBSA
22095,"New Orleans-Metairie-Hammond, LA-MS",CSA
22103,St. Tammany Parish,County
22103,"New Orleans-Metairie, LA",CBSA
22103,"New Orleans-Metairie-Hammond, LA-MS",CSA
39157,Tuscarawas County,County
39157,"New Philadelphia-Dover, OH",CBSA
39157,"Cleveland-Akron-Canton, OH",CSA
41041,Lincoln County,County
41041,"Newport, OR",CBSA
47029,Cocke County,County
47029,"Newport, TN",CBSA
47029,"Knoxville-Morristown-Sevierville, TN",CSA
27015,Brown County,County
27015,"New Ulm, MN",CBSA
27015,"Mankato-New Ulm, MN",CSA
36059,Nassau County,County
36059,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
36059,"New York-Newark, NY-NJ-CT-PA",CSA
36059,"Nassau County-Suffolk County, NY",MSA
36103,Suffolk County,County
36103,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
36103,"New York-Newark, NY-NJ-CT-PA",CSA
36103,"Nassau County-Suffolk County, NY",MSA
34013,Essex County,County
34013,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
34013,"New York-Newark, NY-NJ-CT-PA",CSA
34013,"Newark, NJ-PA",MSA
34019,Hunterdon County,County
34019,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
34019,"New York-Newark, NY-NJ-CT-PA",CSA
34019,"Newark, NJ-PA",MSA
34027,Morris County,County
34027,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
34027,"New York-Newark, NY-NJ-CT-PA",CSA
34027,"Newark, NJ-PA",MSA
34037,Sussex County,County
34037,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
34037,"New York-Newark, NY-NJ-CT-PA",CSA
34037,"Newark, NJ-PA",MSA
34039,Union County,County
34039,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
34039,"New York-Newark, NY-NJ-CT-PA",CSA
34039,"Newark, NJ-PA",MSA
42103,Pike County,County
42103,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
42103,"New York-Newark, NY-NJ-CT-PA",CSA
42103,"Newark, NJ-PA",MSA
34023,Middlesex County,County
34023,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
34023,"New York-Newark, NY-NJ-CT-PA",CSA
34023,"New Brunswick-Lakewood, NJ",MSA
34025,Monmouth County,County
34025,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
34025,"New York-Newark, NY-NJ-CT-PA",CSA
34025,"New Brunswick-Lakewood, NJ",MSA
34029,Ocean County,County
34029,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
34029,"New York-Newark, NY-NJ-CT-PA",CSA
34029,"New Brunswick-Lakewood, NJ",MSA
34035,Somerset County,County
34035,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
34035,"New York-Newark, NY-NJ-CT-PA",CSA
34035,"New Brunswick-Lakewood, NJ",MSA
34003,Bergen County,County
34003,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
34003,"New York-Newark, NY-NJ-CT-PA",CSA
34003,"New York-Jersey City-White Plains, NY-NJ",MSA
34017,Hudson County,County
34017,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
34017,"New York-Newark, NY-NJ-CT-PA",CSA
34017,"New York-Jersey City-White Plains, NY-NJ",MSA
34031,Passaic County,County
34031,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
34031,"New York-Newark, NY-NJ-CT-PA",CSA
34031,"New York-Jersey City-White Plains, NY-NJ",MSA
36005,Bronx County,County
36005,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
36005,"New York-Newark, NY-NJ-CT-PA",CSA
36005,"New York-Jersey City-White Plains, NY-NJ",MSA
36047,Kings County,County
36047,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
36047,"New York-Newark, NY-NJ-CT-PA",CSA
36047,"New York-Jersey City-White Plains, NY-NJ",MSA
36061,New York County,County
36061,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
36061,"New York-Newark, NY-NJ-CT-PA",CSA
36061,"New York-Jersey City-White Plains, NY-NJ",MSA
36079,Putnam County,County
36079,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
36079,"New York-Newark, NY-NJ-CT-PA",CSA
36079,"New York-Jersey City-White Plains, NY-NJ",MSA
36081,Queens County,County
36081,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
36081,"New York-Newark, NY-NJ-CT-PA",CSA
36081,"New York-Jersey City-White Plains, NY-NJ",MSA
36085,Richmond County,County
36085,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
36085,"New York-Newark, NY-NJ-CT-PA",CSA
36085,"New York-Jersey City-White Plains, NY-NJ",MSA
36087,Rockland County,County
36087,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
36087,"New York-Newark, NY-NJ-CT-PA",CSA
36087,"New York-Jersey City-White Plains, NY-NJ",MSA
36119,Westchester County,County
36119,"New York-Newark-Jersey City, NY-NJ-PA",CBSA
